ID,StoryNum,BG_ID,SFX_ID,OpeningCutScene,Text_kr,Text_en,Font_Direction
10001,1000001,100000001,1000000001,400000002,“다음 들어오시죠.”,,2000001
10002,1000001,100000001,,400000001,한껏 격식을 차린 복장을 한 사내가 크고 화려한 문을 열고 나온다.,,2000001
10003,1000001,100000001,,400000001,그 문을 통해 한숨을 푹 쉬며 군복을 입은 사람이 걸어 나온다.,,2000001
10004,1000001,100000001,,400000001,‘앞으로 3명.. 3명 후면 내 차례가 된다.’,,2000001
10005,1000001,100000001,,400000001,목이 탄다. 가슴이 두근거린다.,,2000001
10006,1000001,100000001,,400000001,‘국가를 위해 헌신하고 봉사하라.’ 늘 아버지가 하시던 말이다.,,2000001
10007,1000001,100000001,,400000001,"아버지는 가난한 농부였지만 국가를 위한 일이라면 팔을 걷고 나섰고, 그것이 내가 군사 학교에 입학한 계기가 되었다.",,2000001
10008,1000001,100000001,,400000001,어느덧 순서는 빠르게 지나고 바로 나의 차례가 되었다.,,2000001
10009,1000001,100000001,1000000001,400000002,“다음 들어오시죠.”,,2000001
10010,1000001,100000001,,400000001,일어서 다시 제복을 정리하고 목을 가다듬는다.,,2000001
10011,1000001,100000001,,400000001,‘첫인상이 중요하다.’,,2000001
10012,1000001,100000001,,400000001,자신 있는 모습을 보여 나 자신을 어필하는 것이 좋을 것이다.,,2000001
10013,1000001,100000001,,400000004,“앞에 보이는 자리에 앉게.”,,2000001
10014,1000001,100000001,,400000004,"알현실로 보이는 화려한 방에 들어서자, 먼발치에서만 보던 국왕 폐하가 인자한 웃음과 함께 손짓으로 그 앞에 있는 의자를 가리킨다.",,2000001
10015,1000001,100000001,,400000003,“감사합니다. 폐하.”,,2000001
10016,1000001,100000001,,400000003,경례를 하고 자리에 앉아 심호흡하며 질문을 기다린다.,,2000001
10017,1000001,100000001,,400000004,“흠.. 많이 긴장한 것 같구만.. 어디 보자.. 아비논의 지휘관이군..”,,2000001
10018,1000001,100000001,,400000004,"“물자 지원, 수송 부대에 있었고.. 전쟁에서의 전투를 지휘해 본 경험은.. 전혀 없군..”",,2000001
10019,1000001,100000001,,400000004,“그런데 이곳에 지원한 이유가 있을까? 지휘관.”,,2000001
10020,1000001,100000001,,400000003,“국가를 위해 더 헌신할 수 있는 방법이 무엇일까 생각해 보고 지원했습니다.”,,2000001
10021,1000001,100000001,,400000004,"“애국심도 좋지만.. 우린 전투를 지휘할 수 있는 지휘관이 필요한 거네. 자네도 알고 있지 않은가. “",,2000001
10022,1000001,100000001,,400000003,"“저희 아버지는 항상 ‘국가를 위해 헌신하고 봉사하라.’라고 말하셨습니다. 그리고 지금 전선으로 나가는 것이 국가를 위한 헌신과 봉사라고 생각했습니다.”",,2000001
10023,1000001,100000001,,400000004,"“좋은 아버지군. 그렇다 해도 그런 이유로 자네를 최전방, 전선의 지휘관으로 하기엔 부족하네.”",,2000001
10024,1000001,100000001,,400000003,‘역시 역부족인가.. 내 능력으론..’,,2000001
10025,1000001,100000001,,400000003,"전쟁은 이미 약 3년간 진행되었고 지금 한번 한번의 전투가 분명 프란츠의 국운을 좌지우지할 것이다.",,2000001
10026,1000001,100000001,,400000003,따라서 나처럼 전투 경험이 전무한 지휘관은.. 아무래도 힘들 것이다.,,2000001
10027,1000001,100000001,1000000009,400000004,“잠깐..”,,2000001
10028,1000001,100000001,,400000003,“네?”,,2000001
10029,1000001,100000001,,400000003,폐하는 잠시 나에게 기다려 달라는 제스처를 취하고는 오른쪽 귀를 만지작거렸다.,,2000001
10030,1000001,100000001,,400000004,“아니.. 박사.. 정말 이 자로..”,,2000001
10031,1000001,100000001,,400000003,국왕 폐하는 오른쪽 귀를 만지작거리며 당황한 듯 작게 혼잣말을 한다.,,2000001
10032,1000001,100000001,,400000003,“폐하..? 어디 불편하신 곳이라도 있으십니까?”,,2000001
10033,1000001,100000001,,400000004,“흠..흠.. 아니네.. 그래 어디 보자.”,,2000001
10034,1000001,100000001,,400000004,“이제 보니 군사학교 수석 졸업이구만.. 그리고 전술 관련 점수도 높고..”,,2000001
10035,1000001,100000001,,400000003,“아..네 그랬었습니다.”,,2000001
10036,1000001,100000001,,400000004,“자네 같은 인재를 몰라보고 변방에 박아 놓다니.. 이건 잘못된 것 같네만..”,,2000001
10037,1000001,100000001,,400000003,"“말씀 감사합니다. 하지만 차근차근 경력을 쌓으라는 뜻이 아니었을까 하고 생각합니다.”",,2000001
10038,1000001,100000001,,400000004,“겸손하고 긍정적이구만. 그런 자세 좋다고 생각하네.”,,2000001
10039,1000001,100000001,,400000003,‘갑자기 분위기가 굉장히 좋은데..?’,,2000001
10040,1000001,100000001,,400000003,“감사합니다.”,,2000001
10041,1000001,100000001,,400000004,“국가에 대한 애국심도 있고 좋게 평가하네. 혹시 저메니 놈들을 죽이고 싶나?”,,2000001
10042,1000001,100000001,,400000003,"“저는.. 죽이고 싶은 것이 아닙니다. 많은 사람에게 상처를 주는 이 전쟁을 끝내고 싶은 것입니다.”",,2000001
10043,1000001,100000001,,400000003,"“3년간 너무나 많은 피해자가 생겼습니다. 저는 괴롭힘이 싫은 것이지 누군가를 해하고 싶은 마음은 없습니다.”",,2000001
10044,1000001,100000001,,400000004,“쯧.. 그렇군.. 너무 상냥한 마음은 전쟁에 도움이 되지 않네만..”,,2000001
10045,1000001,100000001,,400000003,다시 폐하는 오른쪽 귀를 만지작거렸다.,,2000001
10046,1000001,100000001,,400000004,“음.. 알겠네. 결과는 아마 왕궁 중앙 우편국에서 결과지를 보내 줄 걸세.”,,2000001
10047,1000001,100000001,,400000003,“알겠습니다. 감사합니다.”,,2000001
10048,1000001,100000001,1000000001,400000003,마지막으로 경례를 하고 알현실을 나온다.,,2000001
10049,1000001,100000001,,400000001,한숨을 쉬고 복도를 걷다 툭 하고 흰 가운을 입은 사람과 부딪혔다.,,2000001
10050,1000001,100000001,,400000005,“아 미안하네. 내가 좀 정신을 팔았네.”,,2000001
10051,1000001,100000001,,400000001,“아닙니다. 저도 한눈팔았습니다. 괜찮으십니까?”,,2000001
10052,1000001,100000001,,400000001,너무도 창백한 얼굴에 기분 나쁜 미소가 씩 지어진다.,,2000001
10053,1000001,100000001,,400000005,“자네. 어디 출신인가?”,,2000001
10054,1000001,100000001,,400000001,“미륀스 출신입니다.”,,2000001
10055,1000001,100000001,,400000005,“아하. 프란츠 남부에 좋은 동내지.”,,2000001
10056,1000001,100000001,,400000001,“아 저의 고향을 아십니까?”,,2000001
10057,1000001,100000001,,400000005,“아니. 잘 모르네.”,,2000001
10058,1000001,100000001,,400000005,“애초에 여기 출신이 아니니..”,,2000001
10059,1000001,100000001,,400000001,그자는 혼자 쿡쿡 웃더니 내 어깨를 툭툭 치고는 돌아 걸어갔다.,,2000001
10060,1000001,100000001,,400000005,“기회가 있으면 또 보세. 지휘관.”,,2000001
11001,1000002,100000001,,400000006,군사 학교를 졸업하고 나는 로디뷔의 작은 부대에 보급 부대의 지휘관으로 보내졌다.,,2000001
11002,1000002,100000001,1000000002,400000007,“지휘관님 이것 좀 보십쇼!”,,2000001
11003,1000002,100000001,,400000006,“부관. 무슨 일인가?”,,2000001
11004,1000002,100000001,,400000007,“전선의 지휘관을 차출하기 위해 국왕 폐하께서 직접 면접을 주관하신다고 합니다.”,,2000001
11005,1000002,100000001,,400000006,“나도 그 소식 들었네. 나도 지원할까 생각했지만.. 내 자리가 아니라는 생각이 들었네.”,,2000001
